ID,Item_ID,Datetime,Category_3,Category_2,Category_1,Price,Number_Of_Sales
30768_20140109,30768,09-01-2014,0,3,63,0.203,36
29696_20140109,29696,09-01-2014,0,5,83,0.03,200
30032_20140109,30032,09-01-2014,0,1,83,0.359,9
31340_20140109,31340,09-01-2014,0,3,83,0.037,77
29956_20140109,29956,09-01-2014,0,4,83,0.033,49
30775_20140109,30775,09-01-2014,0,1,118,1.817,93
30708_20140109,30708,09-01-2014,0,5,311,0.03,160
30884_20140109,30884,09-01-2014,0,1,7,0.286,102
30752_20140109,30752,09-01-2014,0,1,95,2.067,9
30574_20140109,30574,09-01-2014,0,2,95,0.295,74
29661_20140109,29661,09-01-2014,0,2,379,0.132,780
31104_20140109,31104,09-01-2014,0,3,379,0.167,248
29971_20140109,29971,09-01-2014,0,4,399,0.053,82
30098_20140109,30098,09-01-2014,0,5,400,0.037,182
30270_20140109,30270,09-01-2014,0,2,400,0.031,885
30128_20140109,30128,09-01-2014,0,1,4,1.475,150
30055_20140109,30055,09-01-2014,0,5,39,0.038,268
30792_20140109,30792,09-01-2014,0,4,39,0.06,126
30463_20140109,30463,09-01-2014,0,2,215,0.071,198
30462_20140109,30462,09-01-2014,0,2,375,0.16,270
31224_20140109,31224,09-01-2014,0,1,6,0.311,82
31135_20140109,31135,09-01-2014,0,1,141,0.883,40
29998_20140109,29998,09-01-2014,0,3,248,0.503,115
30647_20140109,30647,09-01-2014,0,5,332,0.06,22
29833_20140109,29833,09-01-2014,0,4,332,0.092,17
30977_20140109,30977,09-01-2014,0,2,362,3.883,126
30436_20140109,30436,09-01-2014,0,2,307,11.545,1
31082_20140109,31082,09-01-2014,0,3,79,0.868,2
31276_20140109,31276,09-01-2014,0,2,80,3.46,2
30741_20140109,30741,09-01-2014,0,2,385,9.008,1
31096_20140109,31096,09-01-2014,0,2,79,0.407,2
30153_20140109,30153,09-01-2014,0,3,83,0.89,1
30102_20140109,30102,09-01-2014,0,4,83,0.461,2
29913_20140109,29913,09-01-2014,0,2,134,0.727,6
29706_20140109,29706,09-01-2014,0,2,250,2.245,2
30073_20140109,30073,09-01-2014,0,4,269,0.57,1
30636_20140109,30636,09-01-2014,0,2,307,0.286,8
30018_20140109,30018,09-01-2014,0,4,307,0.276,2
30001_20140109,30001,09-01-2014,0,3,174,1.045,2
30564_20140109,30564,09-01-2014,0,3,257,0.806,4
29765_20140109,29765,09-01-2014,0,2,309,0.271,22
31144_20140109,31144,09-01-2014,0,5,270,0.268,6
30946_20140109,30946,09-01-2014,0,2,277,0.238,5
31245_20140109,31245,09-01-2014,0,5,310,0.54,1
31014_20140109,31014,09-01-2014,0,2,310,0.538,12
30146_20140109,30146,09-01-2014,0,3,16,3.647,3
30382_20140109,30382,09-01-2014,0,2,313,0.75,3
30824_20140109,30824,09-01-2014,0,5,382,0.461,1
29786_20140109,29786,09-01-2014,0,2,382,0.198,10
30328_20140109,30328,09-01-2014,0,1,63,4,1
30196_20140109,30196,09-01-2014,0,2,381,0.81,2
31161_20140109,31161,09-01-2014,1,4,67,53.072,6
31140_20140109,31140,09-01-2014,1,2,291,37.013,24
29743_20140109,29743,09-01-2014,1,1,403,1.812,245
30872_20140109,30872,09-01-2014,1,1,207,50.793,11
30350_20140109,30350,09-01-2014,1,2,294,69.267,11
31328_20140109,31328,09-01-2014,1,3,294,99.858,6
31112_20140109,31112,09-01-2014,1,1,197,2.874,108
30130_20140109,30130,09-01-2014,1,2,197,1.891,46
29882_20140109,29882,09-01-2014,1,3,197,1.957,137
29815_20140109,29815,09-01-2014,1,2,314,0.948,193
30446_20140109,30446,09-01-2014,1,3,324,1.38,51
29714_20140109,29714,09-01-2014,1,2,211,0.482,117
30621_20140109,30621,09-01-2014,1,3,35,6.619,130
30761_20140109,30761,09-01-2014,1,5,124,2.182,85
30188_20140109,30188,09-01-2014,1,2,124,2.294,249
30362_20140109,30362,09-01-2014,1,3,124,3.706,105
29761_20140109,29761,09-01-2014,1,3,410,61.403,8
30512_20140109,30512,09-01-2014,1,1,216,0.594,167
31070_20140109,31070,09-01-2014,1,3,328,0.83,139
30640_20140109,30640,09-01-2014,1,1,300,3.495,58
31181_20140109,31181,09-01-2014,1,1,34,10.613,25
30265_20140109,30265,09-01-2014,1,3,76,1.243,111
31088_20140109,31088,09-01-2014,1,2,398,0.947,70
29727_20140109,29727,09-01-2014,1,2,90,1.189,105
30258_20140109,30258,09-01-2014,1,5,379,0.546,45
31225_20140109,31225,09-01-2014,1,2,379,0.737,340
30201_20140109,30201,09-01-2014,1,2,399,0.476,162
30221_20140109,30221,09-01-2014,1,3,399,0.913,51
29721_20140109,29721,09-01-2014,1,3,248,3.514,8
31373_20140109,31373,09-01-2014,1,3,45,0.789,110
30202_20140109,30202,09-01-2014,0,5,13,0.072,39
30432_20140109,30432,09-01-2014,0,3,13,0.033,645
29747_20140109,29747,09-01-2014,0,4,13,0.03,24
29997_20140109,29997,09-01-2014,0,3,48,0.24,15
29910_20140109,29910,09-01-2014,0,5,159,0.03,119
31064_20140109,31064,09-01-2014,0,1,159,0.201,6
31039_20140109,31039,09-01-2014,0,2,159,0.03,710
30905_20140109,30905,09-01-2014,0,3,159,0.037,101
30855_20140109,30855,09-01-2014,0,4,159,0.03,124
30917_20140109,30917,09-01-2014,0,1,254,0.445,75
30288_20140109,30288,09-01-2014,0,1,293,0.817,39
29789_20140109,29789,09-01-2014,0,2,293,0.316,34
29788_20140109,29788,09-01-2014,0,3,293,0.436,56
31363_20140109,31363,09-01-2014,0,5,388,0.056,21
30027_20140109,30027,09-01-2014,0,2,388,0.071,94
31334_20140109,31334,09-01-2014,0,4,388,0.055,4
30137_20140109,30137,09-01-2014,0,3,45,0.077,614
30494_20140109,30494,09-01-2014,0,1,62,0.893,4
31025_20140109,31025,09-01-2014,0,2,62,0.064,448
30929_20140109,30929,09-01-2014,0,3,62,0.089,181
30004_20140109,30004,09-01-2014,0,2,125,0.331,152
30306_20140109,30306,09-01-2014,0,2,161,0.195,117
30563_20140109,30563,09-01-2014,0,4,161,0.163,38
30402_20140109,30402,09-01-2014,0,1,381,0.892,33
30303_20140109,30303,09-01-2014,0,2,381,0.04,710
29821_20140109,29821,09-01-2014,0,3,381,0.064,226
30874_20140109,30874,09-01-2014,0,5,133,0.34,59
29897_20140109,29897,09-01-2014,0,2,133,0.329,169
30886_20140109,30886,09-01-2014,0,3,133,1.087,270
30162_20140109,30162,09-01-2014,0,4,133,0.382,75
29671_20140109,29671,09-01-2014,0,1,236,2.276,50
30407_20140109,30407,09-01-2014,0,2,236,0.847,86
30889_20140109,30889,09-01-2014,0,3,236,1.443,40
31374_20140109,31374,09-01-2014,0,4,236,1.058,2
31211_20140109,31211,09-01-2014,0,3,256,1.43,326
30347_20140109,30347,09-01-2014,0,,0,2.679,584
29662_20140109,29662,09-01-2014,0,,0,1.302,37092
31051_20140109,31051,09-01-2014,0,1,39,0.659,8
29952_20140109,29952,09-01-2014,0,3,39,0.052,258
30720_20140109,30720,09-01-2014,0,4,39,0.041,42
30168_20140109,30168,09-01-2014,0,5,40,0.085,40
30232_20140109,30232,09-01-2014,0,2,40,0.101,180
30078_20140109,30078,09-01-2014,0,3,40,0.264,256
30570_20140109,30570,09-01-2014,0,4,40,0.107,76
30300_20140109,30300,09-01-2014,0,5,60,0.143,12
31216_20140109,31216,09-01-2014,0,2,60,0.184,91
30143_20140109,30143,09-01-2014,0,4,60,0.168,16
30936_20140109,30936,09-01-2014,0,2,152,0.044,457
30495_20140110,30495,10-01-2014,0,2,90,150.34,7
30413_20140110,30413,10-01-2014,0,3,235,190.549,2
30375_20140110,30375,10-01-2014,0,2,307,66.95,6
30175_20140110,30175,10-01-2014,0,4,315,84.058,1
30011_20140110,30011,10-01-2014,0,3,67,310.5,1
30864_20140110,30864,10-01-2014,0,2,315,196.943,2
30780_20140110,30780,10-01-2014,1,2,132,140.41,1
30927_20140110,30927,10-01-2014,0,1,38,3.597,496
31342_20140110,31342,10-01-2014,0,2,38,2.444,1096
30540_20140110,30540,10-01-2014,0,3,38,2.625,537
29999_20140110,29999,10-01-2014,0,3,67,9.06,104
30068_20140110,30068,10-01-2014,0,2,195,0.852,356
30541_20140110,30541,10-01-2014,0,4,195,0.908,55
30602_20140110,30602,10-01-2014,0,2,277,1.052,269
30622_20140110,30622,10-01-2014,0,3,277,1.504,91
30825_20140110,30825,10-01-2014,0,3,291,4.669,76
31012_20140110,31012,10-01-2014,0,5,307,0.767,74
31062_20140110,31062,10-01-2014,0,1,307,5.98,1
29841_20140110,29841,10-01-2014,0,2,307,0.704,256
30903_20140110,30903,10-01-2014,0,3,307,1.195,72
31308_20140110,31308,10-01-2014,0,4,307,0.836,42
31288_20140110,31288,10-01-2014,0,5,80,0.165,25
30317_20140110,30317,10-01-2014,0,2,80,0.183,274
31193_20140110,31193,10-01-2014,0,4,80,0.236,66
30531_20140110,30531,10-01-2014,0,2,83,0.036,527
30933_20140110,30933,10-01-2014,0,3,83,0.041,390
30111_20140110,30111,10-01-2014,0,5,345,0.034,237
30835_20140110,30835,10-01-2014,0,1,345,0.474,24
30108_20140110,30108,10-01-2014,0,2,345,0.042,422
30995_20140110,30995,10-01-2014,0,3,345,0.054,536
31285_20140110,31285,10-01-2014,0,4,345,0.035,62
30093_20140110,30093,10-01-2014,0,3,23,6.223,352
29967_20140110,29967,10-01-2014,0,3,116,9.356,72
31047_20140110,31047,10-01-2014,0,3,151,6.321,49
30345_20140110,30345,10-01-2014,0,1,207,10.19,276
30190_20140110,30190,10-01-2014,0,2,267,5.177,73
29732_20140110,29732,10-01-2014,0,3,267,6.916,44
30429_20140110,30429,10-01-2014,0,4,267,5.524,14
30148_20140110,30148,10-01-2014,0,2,294,12.914,156
31367_20140110,31367,10-01-2014,0,5,307,1.333,92
30280_20140110,30280,10-01-2014,0,1,307,5.235,4
30679_20140110,30679,10-01-2014,0,2,307,1.233,308
29991_20140110,29991,10-01-2014,0,3,307,1.962,79
29988_20140110,29988,10-01-2014,0,4,307,1.326,43
29917_20140110,29917,10-01-2014,0,3,332,4.343,16
30653_20140110,30653,10-01-2014,0,,0,2.665,1918
29955_20140110,29955,10-01-2014,0,,0,0.036,9345
30485_20140110,30485,10-01-2014,0,1,148,5.617,99
29826_20140110,29826,10-01-2014,0,5,226,0.64,196
30223_20140110,30223,10-01-2014,0,2,226,0.648,522
30890_20140110,30890,10-01-2014,0,5,385,2.686,4
30035_20140110,30035,10-01-2014,0,1,385,2.623,58
30386_20140110,30386,10-01-2014,0,3,385,2.15,102
30783_20140110,30783,10-01-2014,0,4,385,2.074,11
30491_20140110,30491,10-01-2014,0,2,31,0.072,981
29863_20140110,29863,10-01-2014,0,1,77,1.726,18
30481_20140110,30481,10-01-2014,0,2,77,0.834,25
30499_20140110,30499,10-01-2014,0,3,77,1.005,32
30572_20140110,30572,10-01-2014,0,1,79,0.635,9
30815_20140110,30815,10-01-2014,0,2,79,0.034,1985
30628_20140110,30628,10-01-2014,0,3,79,0.047,266
29819_20140110,29819,10-01-2014,0,4,79,0.036,46
30233_20140110,30233,10-01-2014,0,5,83,0.034,234
31302_20140110,31302,10-01-2014,0,1,83,0.76,8
31272_20140110,31272,10-01-2014,0,2,83,0.031,864
30216_20140110,30216,10-01-2014,0,3,83,0.061,258
30692_20140110,30692,10-01-2014,0,4,83,0.036,384
31004_20140110,31004,10-01-2014,0,2,104,1.828,16
31339_20140110,31339,10-01-2014,0,1,169,0.548,279
30053_20140110,30053,10-01-2014,0,5,339,0.169,40
30924_20140110,30924,10-01-2014,0,5,79,0.033,324
29896_20140110,29896,10-01-2014,0,2,84,0.054,664
30119_20140110,30119,10-01-2014,0,5,92,0.076,32
30719_20140110,30719,10-01-2014,0,2,92,0.092,459
29849_20140110,29849,10-01-2014,0,4,92,0.102,46
30887_20140110,30887,10-01-2014,0,1,278,1.886,192
30606_20140110,30606,10-01-2014,0,2,278,1.035,236
30241_20140110,30241,10-01-2014,0,3,278,1.245,231
31358_20140110,31358,10-01-2014,0,5,338,0.557,20
30335_20140110,30335,10-01-2014,0,2,355,0.678,120
30504_20140110,30504,10-01-2014,0,3,355,0.788,49
30689_20140110,30689,10-01-2014,0,2,83,0.03,495
30613_20140110,30613,10-01-2014,0,3,83,0.036,96
31266_20140110,31266,10-01-2014,0,5,134,0.037,142
31170_20140110,31170,10-01-2014,0,1,134,0.454,8
30520_20140110,30520,10-01-2014,0,2,134,0.033,930
31115_20140110,31115,10-01-2014,0,3,134,0.042,258
30253_20140110,30253,10-01-2014,0,4,134,0.031,152
30997_20140110,30997,10-01-2014,0,2,192,0.049,551
31139_20140110,31139,10-01-2014,0,3,192,0.06,444
30748_20140110,30748,10-01-2014,0,1,237,0.215,262
30150_20140110,30150,10-01-2014,0,2,237,0.154,568
29855_20140110,29855,10-01-2014,0,2,250,0.088,476
30517_20140110,30517,10-01-2014,0,3,250,0.298,46
30735_20140110,30735,10-01-2014,0,4,250,0.099,26
31212_20140110,31212,10-01-2014,0,1,327,0.981,53
30660_20140110,30660,10-01-2014,0,3,327,0.841,74
29820_20140110,29820,10-01-2014,0,2,10,0.081,120
31307_20140110,31307,10-01-2014,0,1,22,0.186,605
30669_20140110,30669,10-01-2014,0,3,22,0.161,531
30095_20140110,30095,10-01-2014,0,2,103,0.064,1626
31210_20140110,31210,10-01-2014,0,5,105,0.03,90
30438_20140110,30438,10-01-2014,0,4,105,0.032,26
30682_20140110,30682,10-01-2014,0,5,194,0.041,108
30938_20140110,30938,10-01-2014,0,1,194,0.154,7
30174_20140110,30174,10-01-2014,0,2,194,0.038,812
31061_20140110,31061,10-01-2014,0,3,194,0.039,122
30361_20140110,30361,10-01-2014,0,4,194,0.039,106
29771_20140110,29771,10-01-2014,0,5,269,0.03,216
30837_20140110,30837,10-01-2014,0,3,269,0.042,408
30248_20140110,30248,10-01-2014,0,4,269,0.031,156
31054_20140110,31054,10-01-2014,0,2,307,0.03,546
29768_20140110,29768,10-01-2014,0,1,388,0.102,46
29926_20140110,29926,10-01-2014,0,2,388,0.079,198
29927_20140110,29927,10-01-2014,0,3,388,0.092,41
30194_20140110,30194,10-01-2014,0,4,388,0.083,18
30138_20140110,30138,10-01-2014,0,2,248,0.504,401
31153_20140110,31153,10-01-2014,0,1,308,0.393,5
30867_20140110,30867,10-01-2014,0,2,308,0.036,1496
30930_20140110,30930,10-01-2014,0,3,308,0.043,234
30309_20140110,30309,10-01-2014,0,3,314,0.174,189
30299_20140110,30299,10-01-2014,0,2,324,0.063,950
30493_20140110,30493,10-01-2014,0,5,388,0.091,32
30181_20140110,30181,10-01-2014,0,1,388,0.177,76
30762_20140110,30762,10-01-2014,0,2,388,0.076,267
30747_20140110,30747,10-01-2014,0,3,388,0.089,108
30364_20140110,30364,10-01-2014,0,4,388,0.083,16
29948_20140110,29948,10-01-2014,0,3,48,6.927,11
30219_20140110,30219,10-01-2014,0,1,61,6.239,73
31100_20140110,31100,10-01-2014,0,3,61,5.017,104
31303_20140110,31303,10-01-2014,0,1,113,1.417,701
30401_20140110,30401,10-01-2014,0,5,144,0.074,8
31171_20140110,31171,10-01-2014,0,1,144,0.128,63
29972_20140110,29972,10-01-2014,0,4,144,0.138,39
31356_20140110,31356,10-01-2014,0,2,193,0.03,789
30455_20140110,30455,10-01-2014,0,1,35,0.583,803
31347_20140110,31347,10-01-2014,0,2,35,0.426,302
29920_20140110,29920,10-01-2014,0,3,35,0.442,972
30657_20140110,30657,10-01-2014,0,2,46,0.431,253
31011_20140110,31011,10-01-2014,0,3,46,0.959,90
29810_20140110,29810,10-01-2014,0,4,46,0.518,156
30691_20140110,30691,10-01-2014,0,3,52,0.783,2634
30230_20140110,30230,10-01-2014,0,2,160,4.319,113
30537_20140110,30537,10-01-2014,0,3,160,5.308,93
30502_20140110,30502,10-01-2014,0,5,239,4.61,48
30877_20140110,30877,10-01-2014,0,1,239,20.213,7
30530_20140110,30530,10-01-2014,0,2,239,4.936,208
30324_20140110,30324,10-01-2014,0,3,239,10.568,48
30433_20140110,30433,10-01-2014,0,4,239,5.628,16
30712_20140110,30712,10-01-2014,0,5,388,0.894,20
30577_20140110,30577,10-01-2014,0,1,388,2.03,35
30292_20140110,30292,10-01-2014,0,2,388,0.773,85
31282_20140110,31282,10-01-2014,0,3,388,1.149,58
31008_20140110,31008,10-01-2014,0,5,17,33.032,49
31114_20140110,31114,10-01-2014,0,5,105,0.252,29
30434_20140110,30434,10-01-2014,0,1,105,7.973,4
30252_20140110,30252,10-01-2014,0,2,105,0.31,204
30697_20140110,30697,10-01-2014,0,4,105,0.333,41
30240_20140110,30240,10-01-2014,0,2,124,0.103,1196
30247_20140110,30247,10-01-2014,0,3,124,0.135,414
30293_20140110,30293,10-01-2014,0,3,196,0.483,210
29667_20140110,29667,10-01-2014,0,2,221,1.336,46
31093_20140110,31093,10-01-2014,0,2,367,0.223,216
30290_20140110,30290,10-01-2014,0,3,367,0.627,84
31149_20140110,31149,10-01-2014,0,2,381,0.366,190
30664_20140110,30664,10-01-2014,0,3,381,2.392,76
30246_20140110,30246,10-01-2014,0,4,381,0.537,186
30298_20140110,30298,10-01-2014,0,1,410,13.096,63
30088_20140110,30088,10-01-2014,0,3,6,0.239,46
30776_20140110,30776,10-01-2014,0,3,61,0.171,153
31352_20140110,31352,10-01-2014,0,5,257,0.056,19
30156_20140110,30156,10-01-2014,0,3,257,0.088,38
30545_20140110,30545,10-01-2014,0,4,257,0.079,66
29806_20140110,29806,10-01-2014,0,2,367,0.041,429
31254_20140110,31254,10-01-2014,0,2,54,0.347,35
30841_20140110,30841,10-01-2014,0,1,217,0.131,232
30840_20140110,30840,10-01-2014,0,3,217,0.158,16
30022_20140110,30022,10-01-2014,0,1,310,0.168,5
31080_20140110,31080,10-01-2014,0,2,310,0.038,453
30301_20140110,30301,10-01-2014,0,1,7,0.733,588
31229_20140110,31229,10-01-2014,0,5,14,0.03,130
30667_20140110,30667,10-01-2014,0,1,14,0.38,27
30341_20140110,30341,10-01-2014,0,3,159,0.037,164
30423_20140110,30423,10-01-2014,0,3,250,0.207,34
30312_20140110,30312,10-01-2014,0,2,328,0.122,577
29843_20140110,29843,10-01-2014,0,3,328,0.129,609
30916_20140110,30916,10-01-2014,0,5,250,0.094,20
30928_20140110,30928,10-01-2014,0,3,250,0.112,180
30474_20140110,30474,10-01-2014,0,3,300,0.896,314
30900_20140110,30900,10-01-2014,0,5,309,0.03,174
30483_20140110,30483,10-01-2014,0,3,309,0.08,90
30404_20140110,30404,10-01-2014,0,4,309,0.03,102
29748_20140110,29748,10-01-2014,0,1,61,0.392,94
30084_20140110,30084,10-01-2014,0,3,61,0.248,495
30357_20140110,30357,10-01-2014,0,2,133,0.043,535
29751_20140110,29751,10-01-2014,0,3,133,0.041,120
31310_20140110,31310,10-01-2014,0,1,270,0.185,15
31043_20140110,31043,10-01-2014,0,5,277,0.03,212
30742_20140110,30742,10-01-2014,0,1,277,0.235,2
30061_20140110,30061,10-01-2014,0,2,277,0.03,2205
31091_20140110,31091,10-01-2014,0,4,277,0.039,81
29762_20140110,29762,10-01-2014,0,1,310,0.176,16
29683_20140110,29683,10-01-2014,0,2,310,0.03,998
30970_20140110,30970,10-01-2014,0,3,310,0.03,186
31183_20140110,31183,10-01-2014,0,4,310,0.03,65
30237_20140110,30237,10-01-2014,0,3,357,0.082,1313
30627_20140110,30627,10-01-2014,0,5,395,0.036,67
30136_20140110,30136,10-01-2014,0,3,395,0.046,157
30147_20140110,30147,10-01-2014,0,,0,0.142,20912
29738_20140110,29738,10-01-2014,0,2,6,2.408,75
30002_20140110,30002,10-01-2014,0,5,150,0.168,40
31048_20140110,31048,10-01-2014,0,2,150,0.214,336
30351_20140110,30351,10-01-2014,0,4,150,0.346,27
30140_20140110,30140,10-01-2014,0,3,316,8.127,3
30445_20140110,30445,10-01-2014,0,1,46,1.071,11
30390_20140110,30390,10-01-2014,0,3,46,0.058,278
30673_20140110,30673,10-01-2014,0,4,46,0.045,462
31032_20140110,31032,10-01-2014,0,2,161,0.137,406
31113_20140110,31113,10-01-2014,0,3,172,0.124,737
30899_20140110,30899,10-01-2014,0,2,242,5.614,25
30185_20140110,30185,10-01-2014,0,5,310,0.032,188
30243_20140110,30243,10-01-2014,0,1,310,0.364,12
31230_20140110,31230,10-01-2014,0,2,16,0.162,168
30023_20140110,30023,10-01-2014,0,3,16,0.195,76
30642_20140110,30642,10-01-2014,0,4,16,0.262,17
29857_20140110,29857,10-01-2014,0,3,34,0.661,307
30159_20140110,30159,10-01-2014,0,5,313,0.032,92
29984_20140110,29984,10-01-2014,0,2,313,0.037,428
30160_20140110,30160,10-01-2014,0,3,313,0.06,464
30734_20140110,30734,10-01-2014,0,4,313,0.036,122
31072_20140110,31072,10-01-2014,0,1,355,2.014,30
29912_20140110,29912,10-01-2014,0,5,48,0.321,21
30295_20140110,30295,10-01-2014,0,3,48,0.562,66
31321_20140110,31321,10-01-2014,0,5,236,0.088,14
31333_20140110,31333,10-01-2014,0,1,236,0.152,104
30774_20140110,30774,10-01-2014,0,4,236,0.121,5
29797_20140110,29797,10-01-2014,0,4,306,0.251,46
31124_20140110,31124,10-01-2014,0,5,309,0.03,64
30672_20140110,30672,10-01-2014,0,1,382,0.207,9
31168_20140110,31168,10-01-2014,0,2,382,0.03,1588
30909_20140110,30909,10-01-2014,0,3,382,0.03,390
29686_20140110,29686,10-01-2014,0,4,382,0.037,90
30363_20140110,30363,10-01-2014,0,1,398,0.17,261
30768_20140110,30768,10-01-2014,0,3,63,0.188,56
29696_20140110,29696,10-01-2014,0,5,83,0.033,188
30032_20140110,30032,10-01-2014,0,1,83,0.351,13
31340_20140110,31340,10-01-2014,0,3,83,0.037,100
29956_20140110,29956,10-01-2014,0,4,83,0.059,52
30775_20140110,30775,10-01-2014,0,1,118,1.907,80
30708_20140110,30708,10-01-2014,0,5,311,0.03,182
30884_20140110,30884,10-01-2014,0,1,7,0.257,126
30752_20140110,30752,10-01-2014,0,1,95,2.08,8
30574_20140110,30574,10-01-2014,0,2,95,0.328,56
29661_20140110,29661,10-01-2014,0,2,379,0.132,891
31104_20140110,31104,10-01-2014,0,3,379,0.164,260
29971_20140110,29971,10-01-2014,0,4,399,0.055,95
30098_20140110,30098,10-01-2014,0,5,400,0.036,162
30270_20140110,30270,10-01-2014,0,2,400,0.039,1077
30128_20140110,30128,10-01-2014,0,1,4,1.48,166
30055_20140110,30055,10-01-2014,0,5,39,0.038,320
30792_20140110,30792,10-01-2014,0,4,39,0.062,138
29744_20140110,29744,10-01-2014,0,1,215,1.951,5
30463_20140110,30463,10-01-2014,0,2,215,0.063,193
30462_20140110,30462,10-01-2014,0,2,375,0.143,316
31224_20140110,31224,10-01-2014,0,1,6,0.287,90
31135_20140110,31135,10-01-2014,0,1,141,0.877,62
29998_20140110,29998,10-01-2014,0,3,248,0.537,106
30647_20140110,30647,10-01-2014,0,5,332,0.05,20
29833_20140110,29833,10-01-2014,0,4,332,0.057,21
30977_20140110,30977,10-01-2014,0,2,362,4.317,40
30436_20140110,30436,10-01-2014,0,2,307,10.072,5
31082_20140110,31082,10-01-2014,0,3,79,0.78,2
31276_20140110,31276,10-01-2014,0,2,80,3.676,2
31096_20140110,31096,10-01-2014,0,2,79,1.086,8
30153_20140110,30153,10-01-2014,0,3,83,0.683,4
30102_20140110,30102,10-01-2014,0,4,83,0.595,3
29913_20140110,29913,10-01-2014,0,2,134,0.58,9
29706_20140110,29706,10-01-2014,0,2,250,2.405,2
30073_20140110,30073,10-01-2014,0,4,269,0.69,1
30636_20140110,30636,10-01-2014,0,2,307,0.293,6
30018_20140110,30018,10-01-2014,0,4,307,0.46,1
30001_20140110,30001,10-01-2014,0,3,174,1.22,2
30283_20140110,30283,10-01-2014,0,3,381,11.54,2
30184_20140110,30184,10-01-2014,0,3,250,2.166,1
29765_20140110,29765,10-01-2014,0,2,309,0.342,30
31144_20140110,31144,10-01-2014,0,5,270,0.115,1
30946_20140110,30946,10-01-2014,0,2,277,0.226,6
31245_20140110,31245,10-01-2014,0,5,310,0.66,3
31014_20140110,31014,10-01-2014,0,2,310,0.519,6
30146_20140110,30146,10-01-2014,0,3,16,1.095,1
30382_20140110,30382,10-01-2014,0,2,313,0.807,7
30714_20140110,30714,10-01-2014,0,3,313,0.99,2
30824_20140110,30824,10-01-2014,0,5,382,0.46,1
29786_20140110,29786,10-01-2014,0,2,382,0.248,7
30328_20140110,30328,10-01-2014,0,1,63,4.907,7
30677_20140110,30677,10-01-2014,0,2,388,0.845,2
30196_20140110,30196,10-01-2014,0,2,381,0.828,5
31161_20140110,31161,10-01-2014,1,4,67,50.895,4
31140_20140110,31140,10-01-2014,1,2,291,37.67,26
29743_20140110,29743,10-01-2014,1,1,403,1.899,277
30872_20140110,30872,10-01-2014,1,1,207,53.171,16
30350_20140110,30350,10-01-2014,1,2,294,63.007,14
31328_20140110,31328,10-01-2014,1,3,294,106.915,6
31112_20140110,31112,10-01-2014,1,1,197,2.768,110
30130_20140110,30130,10-01-2014,1,2,197,1.903,42
29882_20140110,29882,10-01-2014,1,3,197,1.988,149
29815_20140110,29815,10-01-2014,1,2,314,0.9,215
30446_20140110,30446,10-01-2014,1,3,324,1.338,56
29714_20140110,29714,10-01-2014,1,2,211,0.495,132
30621_20140110,30621,10-01-2014,1,3,35,6.508,135
30761_20140110,30761,10-01-2014,1,5,124,2.284,79
30188_20140110,30188,10-01-2014,1,2,124,2.29,314
30362_20140110,30362,10-01-2014,1,3,124,3.667,103
29761_20140110,29761,10-01-2014,1,3,410,56.033,5
30512_20140110,30512,10-01-2014,1,1,216,0.601,184
31070_20140110,31070,10-01-2014,1,3,328,0.828,141
30640_20140110,30640,10-01-2014,1,1,300,3.494,70
31181_20140110,31181,10-01-2014,1,1,34,9.846,38
30265_20140110,30265,10-01-2014,1,3,76,1.261,87
31088_20140110,31088,10-01-2014,1,2,398,0.855,87
29727_20140110,29727,10-01-2014,1,2,90,1.138,114
30258_20140110,30258,10-01-2014,1,5,379,0.538,46
31225_20140110,31225,10-01-2014,1,2,379,0.712,414
30201_20140110,30201,10-01-2014,1,2,399,0.442,181
30221_20140110,30221,10-01-2014,1,3,399,0.883,58
29721_20140110,29721,10-01-2014,1,3,248,3.373,11
31373_20140110,31373,10-01-2014,1,3,45,0.791,139
30202_20140110,30202,10-01-2014,0,5,13,0.03,40
30432_20140110,30432,10-01-2014,0,3,13,0.031,825
29747_20140110,29747,10-01-2014,0,4,13,0.034,90
29997_20140110,29997,10-01-2014,0,3,48,0.298,19
29910_20140110,29910,10-01-2014,0,5,159,0.033,96
31064_20140110,31064,10-01-2014,0,1,159,0.182,4
31039_20140110,31039,10-01-2014,0,2,159,0.031,856
30905_20140110,30905,10-01-2014,0,3,159,0.033,99
30855_20140110,30855,10-01-2014,0,4,159,0.044,126
30917_20140110,30917,10-01-2014,0,1,254,0.463,71
30288_20140110,30288,10-01-2014,0,1,293,0.776,24
29789_20140110,29789,10-01-2014,0,2,293,0.307,36
29788_20140110,29788,10-01-2014,0,3,293,0.521,44
30048_20140110,30048,10-01-2014,0,4,293,0.755,4
31363_20140110,31363,10-01-2014,0,5,388,0.066,8
30027_20140110,30027,10-01-2014,0,2,388,0.057,72
31334_20140110,31334,10-01-2014,0,4,388,0.09,7
30137_20140110,30137,10-01-2014,0,3,45,0.07,604
30494_20140110,30494,10-01-2014,0,1,62,0.881,10
31025_20140110,31025,10-01-2014,0,2,62,0.058,522
30929_20140110,30929,10-01-2014,0,3,62,0.09,152
30004_20140110,30004,10-01-2014,0,2,125,0.347,173
30306_20140110,30306,10-01-2014,0,2,161,0.19,164
30563_20140110,30563,10-01-2014,0,4,161,0.189,68
30402_20140110,30402,10-01-2014,0,1,381,0.875,18
